task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
42	cc/d9227b	21328.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:SCAFFOLDING:HIC_MAPPING:BAM_SAMTOOLS_MERGE_MARKDUP:SAMTOOLS_FAIDX (primary_hap2)	COMPLETED	0	2026-02-06 01:25:29.850	5s	3s	100.8%	6.1 MB	10.8 MB	910.8 MB	66.1 KB
41	1a/af880c	21330.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:SCAFFOLDING:SCAFFOLDING_YAHS:SAMTOOLS_FAIDX_CONTIGS (asm.purged.fa)	COMPLETED	0	2026-02-06 01:25:29.921	4.9s	2s	101.0%	6.1 MB	10.7 MB	758.7 MB	43.4 KB
37	01/88e1f2	21321.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:BGZIP_ASSEMBLIES (primary_hap1)	COMPLETED	0	2026-02-06 01:25:29.595	1m 35s	1m 29s	100.1%	10.4 MB	14.3 MB	758.7 MB	182.4 MB
38	c4/afe90b	21322.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:BGZIP_ASSEMBLIES (primary_hap2)	COMPLETED	0	2026-02-06 01:25:29.634	1m 35s	1m 33s	100.1%	10.4 MB	14.3 MB	910.8 MB	195.6 MB
52	54/99c368	21331.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:ASMSTATS (primary_hap1)	COMPLETED	0	2026-02-06 01:27:04.600	9.9s	6.9s	99.9%	43.9 MB	50.7 MB	182.8 MB	57 KB
55	ba/940a81	21332.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:ASMSTATS (primary_hap2)	COMPLETED	0	2026-02-06 01:27:04.634	9.9s	7.7s	101.1%	39.7 MB	50.8 MB	196 MB	88.3 KB
49	db/d81104	21334.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:GFASTATS (primary_hap1)	COMPLETED	0	2026-02-06 01:27:04.711	2m 30s	2m 25s	108.3%	999.4 MB	1.2 GB	182.5 MB	199.7 MB
54	4a/508c6d	21335.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:GFASTATS (primary_hap2)	COMPLETED	0	2026-02-06 01:27:04.747	2m 40s	2m 35s	109.3%	1.1 GB	1.4 GB	195.7 MB	214.5 MB
43	aa/004b09	21323.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:SCAFFOLDING:HIC_MAPPING:BWAMEM2_INDEX (primary)	COMPLETED	0	2026-02-06 01:25:29.671	5m 25s	5m 19s	99.3%	17.8 GB	18.2 GB	948.3 MB	4.1 GB
40	92/83277c	21324.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:SCAFFOLDING:HIC_MAPPING:BWAMEM2_INDEX (primary)	COMPLETED	0	2026-02-06 01:25:29.706	6m 10s	6m 8s	99.3%	21.3 GB	21.4 GB	1.1 GB	4.9 GB
51	73/18d14a	21337.shnsccadmin01	SANGERTOL_GENOMEASSEMBLY:GENOMEASSEMBLY:GENOME_STATISTICS:MERQURYFK_MERQURYFK (primary)	COMPLETED	0	2026-02-06 01:27:04.819	16m 40s	16m 31s	508.1%	14.5 GB	16.4 GB	239.2 GB	81.6 GB
